Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level, Egg Target ,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area, Release/ Transfer Target , Coded Wire Tag Target , Fin Clip Target ,Clip Type, Thermal Mark Target , Parentage-based Tag Target , PIT Tag Target ,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Sockeye,Fall,Shuswap R Middle,,,29K, Assessment ,Primary,"125,000",Release,Nat Emerg,Shuswap R Middle,"Shuswap River, Middle, H",29K,12500,,,,,,,,,,Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Sockeye,Spring,Stuart R,SEL-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,29I,,Primary, -   ,Transfer In,Egg,Inch Sockeye Satellite,Inch Creek H,, -   ,,,,,,,,,,Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Sockeye,Spring,Stuart R,SEL-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,29I, Conservation ,Primary, -   ,Release,Fed Fry,Stuart R,"Shuswap River, Middle, H",29I, -   ,,,,,,,,,2025:No captive brood to be transferred to Shuswap,Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Sockeye,Summer,Bowron R,SEL-07-01,BOWRON-EARLY SUMMER TIMING,29I, Conservation ,Primary,"50,000",Release,Fed Fry,Bowron R,"Shuswap River, Middle, H",29I,45000,,"45,000",AD,,"45,000",,,,"2025: Production planning for Bowron Sockeye is currently underway. Egg targets, release targets, and mark plans are subject to change reflecting decisions by the integrated Big Bar Natal Sockeye Planning Committee. Due to the end of Big Bar funding program, this program will only proceed if a new funding source can be secured.",Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Sockeye,Summer,Taseko Lk,SEL-06-16,TASEKO-EARLY SUMMER TIMING,29G, Conservation ,Primary,"60,000",Release,Fed Fry,Taseko Lk,"Shuswap River, Middle, H",29G,45000,"45,000",,AD,,"45,000",,,,"2025: Production planning for Taseko Sockeye is currently underway. Egg targets, release targets, and mark plans are subject to change reflecting decisions by the integrated Big Bar Natal Sockeye Planning Committee. Due to the end of Big Bar funding program, this program will only proceed if a new funding source can be secured.",Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Sockeye,Summer,Yohetta Cr,,,29G, Conservation ,Alternate,"65,000",Release,Fed Fry,Yohetta Cr,"Shuswap River, Middle, H",29G,45000,,,N/A,,"45,000",,,,"2025: Production planning for Yohetta Sockeye is currently underway. Egg targets, release targets, and mark plans are subject to change reflecting decisions by the integrated Big Bar Natal Sockeye Planning Committee. Due to the end of Big Bar funding program, this program will only proceed as an alternate to Taseko if a new funding source can be secured.",Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Chilcotin R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G, Assessment ,Primary,"50,000",Release,Fed Fry,Chilcotin R,Spius Creek H,29G,40000,,,N/A,,"40,000",,,,Pilot indicator program,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Chilcotin R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G, Assessment ,Alternate, -   ,Release,Smolt 1+,Chilcotin R,Spius Creek H,29G,10000,,,,,,,,,Alternate release to trial release smolt production,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Coldwater R,CK-17,LOWER THOMPSON_SP_1.2,29F, Rebuilding ,Primary,"95,000",Release,Fed Fry,Coldwater R,Spius Creek H,29F,30000,,,N/A,"30,000","30,000",,,,This fry production line is not considered part of the primary release target and only represents the release fry in excess of smolt targets due higher than expected egg to fry survival or excess fry after disease screening.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Coldwater R,CK-17,LOWER THOMPSON_SP_1.2,29F, Rebuilding ,Primary, -   ,Release,Smolt 1+,Coldwater R,Spius Creek H,29F,55000,,,N/A,"55,000","55,000",,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Nicola R,CK-17,LOWER THOMPSON_SP_1.2,29F, Assessment ,Primary, -   ,Release,Smolt 1+,Nicola R,Spius Creek H,29F,200000,"200,000",,AD,,"200,000",,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Nicola R,CK-17,LOWER THOMPSON_SP_1.2,29F, Assessment ,Primary,"260,000",Release,Fed Fry,Spahomin Cr,Spius Creek H,29F,50000,,,N/A,,"50,000",,,,This fry production line is not considered part of the primary release target and only represents the release fry in excess of smolt targets due higher than expected egg to fry survival or excess fry after disease screening.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Salmon R/TOMF,CK-14,SOUTH THOMPSON_SU_1.3,29K, Rebuilding ,Primary,"80,000",Release,Fed Fry,Salmon R/TOMF,Spius Creek H,29K,70000,,,N/A,"70,000","70,000",,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Spius Cr,CK-17,LOWER THOMPSON_SP_1.2,29F, Rebuilding ,Primary,"65,000",Release,Smolt 1+,Spius Cr,Spius Creek H,29F,55000,,,N/A,"55,000","55,000",,,,Release strategy changed back to yearling smolt release from fed fry release.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary,"225,000",Transfer Out,Egg,Car-Chilc (Williams) Sch,Williams Lk Schools,,300,,,,,,,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary, -   ,Transfer Out,Fry,Inch Cr,Inch Creek H,,100000,,,,,,,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G, Assessment ,Primary, -   ,Release,Fed Fry,Chilko R,Spius Creek H,29G,50000,"50,000",,AD,,"50,000",,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G, Assessment ,Primary, -   ,Release,Smolt 1+,Chilko R,Spius Creek H,29G,50000,,,,,,,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Coldwater R,CO-7,LOWER THOMPSON,29F,,Primary,"225,000",Transfer Out,Fry,Chilliwack R,Chilliwack River H,,135000,,,,,,,,,"In addition to existing target at Spius facility (65K smolts), an additional 120K smolt release by Chilliwack Hatchery is planned. This additional production and tagging of Coldwater Coho began in 2016 to meet fishery recovery precision requirements.",Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Coldwater R,CO-7,LOWER THOMPSON,29F, Assessment ,Primary, -   ,Release,Fed Fry,Coldwater R,Spius Creek H,29F,25000,,,N/A,,"25,000",,,,This fry production line is not considered part of the primary release target and only represents the release fry in excess of smolt targets due higher than expected egg to fry survival or excess fry after disease screening.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Coldwater R,CO-7,LOWER THOMPSON,29F, Assessment ,Primary, -   ,Release,Smolt 1+,Coldwater R,Spius Creek H,29F,65000,"65,000",,AD,,"65,000",,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Eagle R,CO-8,SOUTH THOMPSON,29K, Assessment ,Primary,"90,000",Release,Fed Fry,Eagle R,Spius Creek H,29K,20000,,,N/A,,"20,000",,,,This fry production line is not considered part of the primary release target and only represents the release fry in excess of smolt targets due higher than expected egg to fry survival or excess fry after disease screening.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Eagle R,CO-8,SOUTH THOMPSON,29K, Assessment ,Primary, -   ,Release,Smolt 1+,Eagle R,Spius Creek H,29K,65000,"65,000",,AD,,"65,000",,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Salmon R/TOMF,CO-8,SOUTH THOMPSON,29K, Rebuilding ,Primary,"35,000",Release,Fed Fry,Salmon R/TOMF,Spius Creek H,29K,5000,,,N/A,,"5,000",,,,Fry are a contingency release to allow for release of healthy fry after BKD screening.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Salmon R/TOMF,CO-8,SOUTH THOMPSON,29K, Rebuilding ,Primary, -   ,Release,Smolt 1+,Salmon R/TOMF,Spius Creek H,29K,25000,"25,000",,AD,,"25,000",,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Spius Cr,CO-7,LOWER THOMPSON,29F,,Primary,600,Transfer Out,Egg,Nicola-Similkameen Sch,Merritt Schools,,600,,,,,,,,,For transfer out to Stream to Sea program.,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Spring,Bowron R,CK-12,UPPER FRASER RIVER_SP_1.3,29I, Stewardship ,Primary, -   ,Release,Fed Fry,Bowron R,Salmon River/ UPFR H,29I, -   ,,,,,,,,,2025: Production discontinued,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Spring,Swift Cr,CK-12,UPPER FRASER RIVER_SP_1.3,29J, Conservation ,Primary,"30,000",Release,Fed Fry,Swift Cr,Salmon River/ UPFR H,29J,27000,"27,000",,AD,,"27,000",,,,,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Summer,Nechako R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29I,,Primary,"70,000",Transfer Out,Egg,Car-Chilc (Williams) Sch,Williams Lk Schools,,350,,,,,,,,,,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Summer,Nechako R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29I,,Primary, -   ,Transfer Out,Egg,Nechako Lks (Burns L) Sch,Burns Lake School,,30,,,,,,,,,,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Summer,Nechako R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29I,,Primary, -   ,Transfer Out,Egg,Nechako Lks (Vanderh) Sch,Nechako Lks (Vanderh) Sch,,250,,,,,,,,,,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Summer,Nechako R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29I,,Primary, -   ,Transfer Out,Egg,Pr George (Mackenzie) Sch,Pr George (Mackenzie) Sch,,500,,,,,,,,,,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Summer,Nechako R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29I,,Primary, -   ,Transfer Out,Egg,Quesnel Sch,Quesnel Schools,,250,,,,,,,,,,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Summer,Nechako R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29I, Rebuilding ,Primary, -   ,Release,Fed Fry,Nechako R,Salmon River/ UPFR H,29I,67000,"67,000",,AD,,"67,000",,,,,Preliminary
BC Interior,PIP,Takla Nation,,Sockeye,Spring,Stuart R,SEL-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,29I, Conservation ,Primary,"115,000",Release,Fed Fry,Stuart R,Takla Nation,29I,110000,,"110,000",AD,,"110,000",,,,"2025: Production planning for Early Stuart Sockeye at Takla is currently underway.  Egg targets, release targets, and mark plans are subject to change reflecting decisions by the integrated Big Bar Natal Sockeye Planning Committee.",Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Deadman R,CO-7,LOWER THOMPSON,29F,,Primary, -   ,Transfer In,Egg,Deadman R,Deadman River H,,30000,,,,,,,,,2025: Alternate plan if Deadman R Facility is not operational,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Deadman R,CO-7,LOWER THOMPSON,29F,,Primary, -   ,Transfer Out,Fry,Deadman R,Deadman River H,,10000,,,,,,,,,2025: Alternate plan if Deadman R Facility is not operational,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Deadman R,CO-7,LOWER THOMPSON,29F,,Primary, -   ,Transfer Out,Smolt,Deadman R,Deadman River H,,20000,,,,,,,,,2025: Alternate plan if Deadman R Facility is not operational,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Dunn Cr,CO-9,NORTH THOMPSON,29J,,Primary,"35,000",Transfer Out,Egg,Kamloops Sch,Kamloops School,,4800,,,,,,,,,,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Dunn Cr,CO-9,NORTH THOMPSON,29J,,Primary, -   ,Transfer Out,Egg,Pr George (Mackenzie) Sch,Pr George (Mackenzie) Sch,,200,,,,,,,,,Alternate broodstock source to chinook in response to big bar slide impacts on Quesnel chinook availability.,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Dunn Cr,CO-9,NORTH THOMPSON,29J, Stewardship ,Alternate, -   ,Release,Unfed,Dunn Cr,Dunn Creek H,29J,5000,,,,,,,,,2025: BKD contingency,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Dunn Cr,CO-9,NORTH THOMPSON,29J, Stewardship ,Primary, -   ,Release,Smolt 1+,Dunn Cr,Dunn Creek H,29J,30000,"30,000",,AD,,"30,000",,,,,Preliminary
BC Interior,PIP,Tsilhqot'in Portable,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G, Stewardship ,Primary,"25,000",Release,Fed Fry,Chilko R,Tsilhqot'in Portable,29G,24000,"24,000",,AD,,"24,000",,,,2025: Production may be paused for 2025 BY while facility is upgraded,Preliminary
BC Interior,PIP,Vernon Sch,"CA - Central Interior, Boston Bar to 100 Mile",Chinook,Summer,Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,29K, Education ,Primary, -   ,Release,Fed Fry,Shuswap R Low,Vernon Schools,29K, -   ,,,,,,,,,2025: Production stopped due to Whirling Disease risk,Preliminary
BC North Coast,PIP,A Rocha,CA - Smithers & Northwestern BC,Coho,Summer,Bulkley R Up,CO-33,MIDDLE SKEENA,4,,Primary,"10,000",Transfer Out,Egg,Bulkley Val Sch,Bulkley Valley Schools,,300,,,,,,,,,,Preliminary
BC North Coast,PIP,A Rocha,CA - Smithers & Northwestern BC,Coho,Summer,Bulkley R Up,CO-33,MIDDLE SKEENA,4, Stewardship ,Primary, -   ,Release,Fed Fry,Bulkley R Up,A Rocha H,4,9000,,,,,,,,,,Preliminary
BC North Coast,PIP,A Rocha,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4, Stewardship ,Alternate,"6,000",Release,Unfed,Toboggan Cr,A Rocha H,4,5000,,,,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Blaine Cr,CO-25,HG-GRAHAM ISLAND LOWLANDS,02E, Stewardship ,Primary,"25,000",Release,Fed Fry,Blaine Cr,Aliford Bay H,02E,22500,,,,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Copper Cr,CO-23,HG-EAST,02E, Stewardship ,Primary,"25,000",Release,Fed Fry,Copper Cr,Aliford Bay H,02E,22500,,,,,,,,,"The release site may be Baxter creek, which is a tributary to Copper Creek.",Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Haans Cr,CO-25,HG-GRAHAM ISLAND LOWLANDS,02E,,Primary,"25,000",Transfer Out,Egg,Haida Gwaii Sch,Haida Gwaii Schools,,200,,,,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Haans Cr,CO-25,HG-GRAHAM ISLAND LOWLANDS,02E, Stewardship ,Primary, -   ,Release,Fed Fry,Haans Cr,Aliford Bay H,02E,22500,,,,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Sachs Cr,CO-23,HG-EAST,02E, Stewardship ,Primary,"35,000",Release,Fed Fry,L Sachs Cr,Aliford Bay H,02E,9000,,,,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Sachs Cr,CO-23,HG-EAST,02E, Stewardship ,Primary, -   ,Release,Fed Fry,Sachs Cr,Aliford Bay H,02E,22500,,,,,,,,,,Preliminary
BC North Coast,PIP,Bulkley Val Sch,CA - Smithers & Northwestern BC,Chinook,Summer,Babine R,CK-53,MIDDLE SKEENA-LARGE LAKES,4, Education ,Primary,150,Release,Fed Fry,Babine R,Bulkley Valley Schools,4,100,,,,,,,,,,Preliminary
BC North Coast,PIP,Bulkley Val Sch,CA - Smithers & Northwestern BC,Coho,Summer,Bulkley R Up,CO-33,MIDDLE SKEENA,4,,Primary, -   ,Transfer In,Egg,A Rocha,A Rocha H,,300,,,,,,,,,,Preliminary
BC North Coast,PIP,Bulkley Val Sch,CA - Smithers & Northwestern BC,Coho,Summer,Bulkley R Up,CO-33,MIDDLE SKEENA,4, Education ,Primary, -   ,Release,Fed Fry,Buck Cr,Bulkley Valley Schools,4,250,,,,,,,,,,Preliminary
BC North Coast,PIP,Bulkley Val Sch,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4,,Primary, -   ,Transfer In,Egg,Toboggan Cr,Toboggan Creek H,,1300,,,,,,,,,,Preliminary
BC North Coast,PIP,Bulkley Val Sch,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,4, Education ,Primary, -   ,Release,Fed Fry,Kathlyn Cr,Bulkley Valley Schools,4,1100,,,,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Chinook,Fall,Wannock R,CK-38,WANNOCK,9, Education ,Primary,25,Release,Fed Fry,Wannock R,Central Coast Schools,9,25,,,,,,,,,This production depends on the school population. Eggs transferred from Percy Walkus Hatchery in Oweekeno as green eggs,Planning
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Kitasoo Cr,CO-27,HECATE STRAIT MAINLAND,7,,Primary, -   ,Transfer In,Egg,Kitasoo Cr,Kitasoo Creek H,,100,,,,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Kitasoo Cr,CO-27,HECATE STRAIT MAINLAND,7, Education ,Primary, -   ,Release,Fed Fry,Kitasoo Cr,Central Coast Schools,7,50,,,,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,McLoughlin Bay Cr,CO-27,HECATE STRAIT MAINLAND,7,,Primary, -   ,Transfer In,Egg,Heiltsuk,McLaughlin Creek H,,100,,,,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,McLoughlin Bay Cr,CO-27,HECATE STRAIT MAINLAND,7, Education ,Primary, -   ,Release,Fed Fry,McLoughlin Bay Cr,Central Coast Schools,7,50,,,,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Saloompt R,CO-22,BELLA COOLA-DEAN RIVERS,8,,Alternate, -   ,Transfer In,Egg,Snootli Cr,Snootli Creek H,,4000,,,,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Saloompt R,CO-22,BELLA COOLA-DEAN RIVERS,8, Education ,Alternate, -   ,Release,Fed Fry,Saloompt R,Central Coast Schools,8,3200,,,,,,,,,2021: Release site changed from Snootli Cr to Saloompt R.,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Snootli Cr,CO-22,BELLA COOLA-DEAN RIVERS,8,,Primary, -   ,Transfer In,Egg,Snootli Cr,Snootli Creek H,,4000,,,,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Snootli Cr,CO-22,BELLA COOLA-DEAN RIVERS,8, Education ,Primary, -   ,Release,Fed Fry,Snootli Cr,Central Coast Schools,8,3200,,,,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Thorsen Cr/CCST,CO-22,BELLA COOLA-DEAN RIVERS,8,,Alternate, -   ,Transfer In,Egg,Snootli Cr,Snootli Creek H,,4000,,,,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Thorsen Cr/CCST,CO-22,BELLA COOLA-DEAN RIVERS,8, Education ,Alternate, -   ,Release,Fed Fry,Thorsen Cr/CCST,Central Coast Schools,8,3200,,,,,,,,,2021: Release site changed from Snootli Cr to Thorsen Cr.,Preliminary
BC North Coast,PIP,Coast Mtn (Hazelton) Sch,CA - Smithers & Northwestern BC,Coho,Summer,Mission Cr/SKNA,CO-33,MIDDLE SKEENA,4, Education ,Primary,300,Release,Fed Fry,Bulkley R Up,Hazelton Schools,4,250,,,,,,,,,,Preliminary
BC North Coast,PIP,Coast Mtn (Terrace) Sch,CA - Northern Interior & N Coast,Coho,Fall,Deep Cr/SKNA,CO-32,LOWER SKEENA,4, Education ,Alternate,"1,500",Release,Fed Fry,Deep Cr/SKNA,Terrace Schools,4,1400,,,,,,,,,Alternate broodstock source transferred in from Deep Cr. Hatchery in the event that Lakelse R. coho eggs are unavailable.  2023: production on hold due to infrastructure upgrades and loss of society capacity,Preliminary
BC North Coast,PIP,Coast Mtn (Terrace) Sch,CA - Northern Interior & N Coast,Coho,Fall,Kitimat R,CO-29,DOUGLAS CHANNEL-KITIMAT ARM,6, Education ,Primary,"1,500",Release,Fed Fry,Hirsch Cr,Terrace Schools,6,1400,,,,,,,,,2021: production line moved from Kitimat Sch Project to Terrace Sch Project to reflect current enhancement strategy as indicated by area CA. Broodstock collection done directly by school program and overseen by CA.,Preliminary
